Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,ID,Probability_of_Churn
0,10,0,4,6,0,5,0,3,5,3,3,8513.0,0,8513.0,0.631,2659,60,1.0,0.0,822,0.0
0,22,0,4,2,1,4,0,8,3,6,0,1930.0,0,1930.0,0.815,3471,77,0.5820000000000001,0.0,1185,0.0
0,21,0,5,5,0,5,0,23,5,2,3,12581.0,773,11346.0,0.611,2915,66,1.3030000000000002,0.098,7920,0.0
0,11,0,2,6,1,1,0,23,3,2,2,2208.0,1097,649.0,0.51,3165,71,0.7609999999999999,0.706,314,0.0
0,33,0,1,1,1,4,0,27,2,3,1,2687.0,1924,235.0,0.8170000000000001,3175,71,0.7609999999999999,0.913,7774,0.0
0,22,1,2,2,0,4,0,23,0,3,2,3442.0,767,2213.0,0.81,4680,90,0.7240000000000001,0.35700000000000004,1113,0.0
0,32,0,3,0,1,4,0,40,3,3,1,2493.0,1104,927.0,0.767,3331,80,0.607,0.628,9738,0.0
0,20,0,4,2,2,4,0,25,5,2,2,2671.0,1249,958.0,0.732,3005,69,0.795,0.6409999999999999,6448,0.0
0,23,0,1,0,1,4,0,30,3,3,2,1438.3,333,652.3,0.609,2593,54,0.561,0.546,7105,0.0
0,22,1,2,2,1,0,0,24,2,1,2,8956.0,817,7677.0,0.8640000000000001,3285,63,1.212,0.14300000000000002,4141,0.0
0,30,1,2,2,0,0,0,32,2,3,1,3296.0,973,1861.0,0.968,2820,56,0.737,0.435,8068,0.0
0,28,1,5,0,2,2,0,32,5,1,3,20401.0,0,20401.0,0.723,3118,65,0.562,0.0,271,0.0
0,31,0,2,2,1,4,0,27,4,3,2,1629.0,723,444.0,0.7659999999999999,3358,73,0.8859999999999999,0.727,7803,0.0
0,22,0,1,2,3,4,0,23,5,2,3,1708.0,600,649.0,0.764,3342,69,0.795,0.62,7383,0.0
0,28,1,2,3,1,0,0,29,2,2,3,5256.0,432,4367.0,0.5589999999999999,3506,81,0.685,0.16899999999999998,652,0.0
0,17,1,2,6,2,2,0,23,2,1,2,6039.0,1294,4280.0,0.479,3023,76,0.654,0.29100000000000004,5151,0.0
0,24,0,3,2,2,4,0,27,2,3,1,1848.0,102,1347.0,0.653,3083,59,0.6829999999999999,0.271,6387,0.0
0,21,0,1,3,1,5,0,30,3,2,2,1828.0,1055,311.0,0.6609999999999999,3027,72,0.5770000000000001,0.83,9989,0.0
0,17,0,3,5,2,5,0,19,4,1,1,1438.3,94,947.3,0.494,3457,76,0.593,0.341,1285,0.0
0,25,1,2,0,1,0,0,30,4,2,3,5232.0,1452,3309.0,0.629,3424,83,0.6609999999999999,0.368,2731,0.0
0,15,0,2,1,1,5,3,15,0,3,3,32250.0,827,30961.0,0.703,4923,90,0.7859999999999999,0.04,5743,0.0
0,17,1,3,2,1,3,0,19,1,1,2,4196.0,869,2865.0,0.537,4667,106,0.841,0.317,376,0.0
0,25,0,1,4,2,1,0,33,3,1,3,2275.0,757,1056.0,0.639,3278,62,0.6,0.536,9432,0.0
0,23,0,4,5,1,5,0,25,3,2,1,2542.0,395,1692.0,0.723,3422,69,0.7170000000000001,0.334,5635,0.0
0,19,1,3,2,2,2,0,25,0,3,3,3243.0,1118,1663.0,1.075,4916,112,0.743,0.487,6978,0.0
0,1,0,1,5,3,4,0,3,2,1,2,1438.3,0,1438.3,0.469,2967,60,0.628,0.0,3942,0.0
0,29,1,2,3,1,0,0,37,2,2,3,17627.0,1291,15871.0,0.757,3304,64,0.721,0.1,9536,0.0
0,30,0,1,3,1,5,0,36,0,2,1,17542.0,1973,15025.0,0.8,4522,124,0.792,0.14300000000000002,8268,0.0
0,24,0,2,5,1,4,0,32,3,1,0,5452.0,127,4912.0,0.539,2716,56,0.737,0.099,9428,0.0
0,17,0,3,3,3,4,0,23,2,3,2,1824.0,0,1824.0,0.797,3078,76,0.654,0.0,4609,0.0
0,30,0,0,0,1,1,0,23,4,2,3,4384.0,471,3455.0,0.6779999999999999,3263,81,0.75,0.212,4441,0.0
0,20,1,4,3,1,3,0,23,1,2,1,32949.0,728,31759.0,0.664,4744,103,0.638,0.036000000000000004,1359,0.0
0,14,0,4,5,1,4,0,18,4,2,3,1438.3,0,1438.3,0.5529999999999999,3179,74,0.7140000000000001,0.0,2419,0.0
0,20,0,4,0,1,1,0,20,3,1,1,2423.0,67,1994.0,0.625,3193,70,0.7390000000000001,0.177,7319,0.0
0,21,0,3,5,2,4,0,23,4,2,1,2723.0,1126,1135.0,0.852,2800,73,0.8440000000000001,0.583,332,0.0
0,24,0,2,2,1,5,1,27,1,1,1,34516.0,1361,32690.0,0.718,4765,111,0.833,0.053,5256,0.0
0,21,0,3,6,2,4,0,26,5,2,1,2915.0,1901,493.0,0.5760000000000001,2538,73,0.7659999999999999,0.831,8869,0.0
0,17,1,3,5,3,1,0,25,4,4,2,9449.0,1444,7535.0,0.87,3137,83,0.722,0.203,3739,0.0
0,18,1,4,2,0,2,0,19,5,3,2,11651.0,906,10283.0,0.563,2391,54,0.561,0.117,1685,0.0
0,27,1,4,3,2,2,0,36,4,1,2,3858.0,0,3858.0,0.67,2960,82,0.614,0.0,10084,0.0
0,22,0,5,2,2,5,0,22,4,2,3,1942.0,1026,454.0,0.816,3396,78,0.7959999999999999,0.7659999999999999,5191,0.0
0,19,1,2,1,1,0,0,25,3,3,3,1686.0,0,1686.0,0.812,2901,67,0.75,0.0,6892,0.0
0,26,0,2,0,0,1,1,30,1,2,3,23981.0,1632,21867.0,0.721,4841,90,0.7240000000000001,0.08800000000000001,3705,0.0
0,26,0,2,2,1,1,0,30,0,2,3,4090.0,1186,2441.0,0.752,4878,82,0.6729999999999999,0.403,2259,0.0
0,6,0,0,3,2,5,0,8,1,3,1,4251.0,1794,1956.0,0.628,4894,105,0.797,0.54,5549,0.0
0,3,1,0,4,1,4,0,23,0,1,1,3076.0,0,3076.0,0.924,4883,113,0.892,0.0,2882,0.0
0,18,1,3,2,2,1,3,16,4,1,3,19360.0,414,18490.0,0.532,2474,68,0.902,0.045,3026,0.0
0,30,0,4,6,1,4,0,31,2,3,2,1707.0,0,1707.0,0.6829999999999999,3313,70,0.569,0.0,1046,0.0
0,27,1,4,6,2,4,0,30,5,3,1,3844.0,1600,1765.0,0.755,2766,46,0.8059999999999999,0.541,380,0.0
0,18,0,3,1,2,1,0,27,3,1,3,3659.0,894,2303.0,0.715,3325,64,0.762,0.371,3950,0.0
0,22,0,3,5,2,4,0,30,4,4,2,1532.0,721,349.0,0.617,2852,68,0.857,0.772,9509,0.0
0,8,0,3,0,1,4,0,10,2,3,3,2164.0,714,988.0,0.835,3503,61,0.868,0.5429999999999999,8353,0.0
0,14,0,4,5,1,4,0,14,4,3,1,4788.0,628,3700.0,0.8079999999999999,2926,68,0.95,0.227,8798,0.0
0,11,1,2,6,2,1,0,13,3,1,2,3664.0,987,2215.0,0.7120000000000001,2901,55,0.5479999999999999,0.395,7448,0.0
0,13,0,1,0,2,4,0,19,3,2,3,2144.0,1095,587.0,0.775,3056,75,0.848,0.726,2802,0.0
0,34,0,0,0,1,4,0,36,4,3,3,1634.0,693,479.0,0.8740000000000001,3008,73,0.7659999999999999,0.7070000000000001,5251,0.0
0,22,0,2,6,2,5,0,25,3,4,3,2792.0,913,1417.0,0.8540000000000001,2856,52,0.879,0.4920000000000001,3559,0.0
0,26,0,2,5,2,4,0,24,3,3,1,2164.0,0,2164.0,0.688,3625,70,0.818,0.0,2195,0.0
0,17,0,4,2,2,4,0,23,4,4,1,8919.0,1740,6688.0,0.562,2440,63,1.028,0.25,3902,0.0
0,28,1,3,2,1,0,0,31,1,1,3,34516.0,406,33654.0,0.815,4775,101,0.762,0.025,751,0.0
0,15,0,3,3,2,1,0,18,2,3,2,1438.3,455,525.3,0.981,2793,58,0.619,0.635,3624,0.0
0,6,1,0,6,1,4,3,11,1,2,3,11511.0,0,11511.0,0.867,4641,113,0.64,0.0,6039,0.0
0,14,0,2,3,0,4,0,15,3,6,3,2917.0,848,1607.0,0.757,3210,69,0.795,0.449,7363,0.0
0,16,1,2,2,1,3,3,18,1,1,3,34516.0,894,33160.0,0.71,4382,94,0.825,0.039,2551,0.0
0,27,0,3,6,1,1,0,33,5,3,1,2192.0,684,1046.0,0.622,3230,75,0.735,0.523,4914,0.0
0,14,1,4,6,3,3,0,14,3,3,2,22863.0,469,21936.0,0.569,2571,59,0.725,0.041,772,0.0
0,10,0,1,5,1,4,0,23,5,1,3,2611.0,125,2074.0,0.848,3539,73,0.804,0.206,2387,0.0
0,22,0,4,2,2,5,0,27,2,3,3,2300.0,1436,394.0,0.8029999999999999,3023,61,0.868,0.8290000000000001,1234,0.0
0,16,1,3,5,1,0,0,15,1,3,1,19192.0,1045,17685.0,0.594,4903,115,0.736,0.079,6733,0.0
0,19,1,5,2,1,0,0,13,5,3,2,34516.0,344,33719.0,1.133,2203,49,1.034,0.023,4049,0.0
0,12,0,1,1,1,4,0,15,5,1,1,1438.3,0,1438.3,0.813,2963,64,0.644,0.0,2795,0.0
0,19,0,3,3,1,1,0,26,5,4,1,2851.0,0,2851.0,0.482,2433,54,0.8290000000000001,0.0,9037,0.0
0,20,0,3,5,1,4,0,16,4,1,1,2228.0,987,779.0,0.61,2873,73,0.6940000000000001,0.65,7806,0.0
0,26,0,1,3,2,4,0,27,1,1,1,4119.0,1973,1602.0,0.754,4830,111,0.862,0.611,1074,0.0
0,27,1,3,0,2,0,3,31,3,4,2,34516.0,613,33443.0,0.5579999999999999,2973,76,0.755,0.031,398,0.0
0,32,1,2,3,2,3,0,41,5,3,2,22981.0,1232,21285.0,0.466,2688,56,0.5710000000000001,0.07400000000000001,10077,0.0
0,19,1,2,6,1,3,0,23,4,2,3,19099.0,1973,16582.0,0.628,3305,67,0.75,0.132,3342,0.0
0,18,1,3,2,3,2,0,26,4,4,3,2991.0,205,2349.0,0.76,3126,52,0.55,0.215,9838,0.0
0,19,0,0,3,2,5,0,27,4,4,0,2557.0,1428,659.0,0.772,3279,73,0.6940000000000001,0.742,9504,0.0
0,17,1,3,6,3,3,0,15,1,1,3,9959.0,283,9225.0,0.86,5011,106,0.812,0.07400000000000001,4983,0.0
0,4,1,2,0,2,2,0,23,0,3,3,4192.0,1270,2458.0,0.753,4433,96,0.893,0.414,5986,0.0
0,18,0,2,2,2,5,0,24,3,3,3,8128.0,1835,5784.0,0.7879999999999999,2747,70,1.051,0.28800000000000003,6981,0.0
0,14,0,4,6,2,4,0,18,4,2,3,1768.0,780,526.0,0.7759999999999999,2927,55,0.8059999999999999,0.7020000000000001,4537,0.0
0,20,0,5,2,0,4,0,27,2,3,3,1592.0,467,667.0,0.804,3097,80,0.667,0.581,9241,0.0
0,16,1,4,1,2,2,0,18,1,2,2,3322.0,0,3322.0,0.758,4496,98,0.588,0.0,6648,0.0
0,22,0,3,2,2,4,0,22,2,4,3,1815.0,140,1258.0,0.672,3005,66,0.8540000000000001,0.307,8576,0.0
0,24,1,1,5,2,2,0,17,0,3,2,14217.0,1351,12401.0,0.978,4888,89,0.6779999999999999,0.128,6687,0.0
0,23,1,4,0,2,2,0,22,0,2,2,17350.0,1352,15533.0,0.816,4958,108,0.873,0.105,2016,0.0
0,30,0,0,6,1,4,0,32,4,1,1,1737.0,0,1737.0,0.653,3093,63,0.973,0.0,7919,0.0
0,32,1,4,3,1,2,0,40,0,3,0,13784.0,251,13086.0,0.75,4403,81,0.784,0.051,9825,0.0
0,28,0,1,5,1,4,0,29,1,2,3,3181.0,1608,1094.0,0.752,4439,82,0.736,0.6559999999999999,2812,0.0
0,22,0,1,2,2,4,0,22,4,2,2,1449.0,0,1449.0,0.785,3268,78,0.913,0.0,5553,0.0
0,21,1,1,3,1,2,0,23,3,4,3,20789.0,0,20789.0,0.82,2604,57,0.718,0.0,5828,0.0
0,13,0,3,2,3,4,0,13,1,2,1,5325.0,1951,2837.0,0.926,4473,91,0.836,0.467,5379,0.0
0,25,0,4,1,1,4,0,30,5,1,2,2066.0,617,989.0,0.715,3157,81,0.655,0.521,325,0.0
0,10,1,2,2,1,4,0,10,1,2,3,3920.0,0,3920.0,0.813,4995,92,0.7290000000000001,0.0,7276,0.0
0,26,1,2,6,1,4,0,23,2,3,3,2846.0,1144,1240.0,0.6970000000000001,3516,76,0.792,0.564,1694,0.0
0,30,0,1,2,1,4,0,23,1,1,2,5158.0,686,4010.0,0.637,4400,118,0.882,0.223,301,0.0
0,31,0,3,1,2,5,0,23,4,1,1,1678.0,700,516.0,0.722,2891,77,0.851,0.6920000000000001,2671,0.0
0,18,0,2,3,2,5,0,24,5,2,1,4559.0,1216,2879.0,0.628,3391,66,0.949,0.369,3227,0.0
0,12,0,1,2,2,1,0,23,3,2,2,2358.0,1493,393.0,0.614,3379,70,0.6,0.833,1255,0.0
0,11,0,2,6,2,4,0,6,5,5,2,2152.0,1218,470.0,1.051,2625,61,0.972,0.782,3183,0.0
0,22,1,4,2,2,3,0,23,5,4,1,22067.0,239,21382.0,0.605,2158,54,0.882,0.031,4404,0.0
0,21,1,2,6,2,2,0,21,2,3,2,2048.0,1137,449.0,0.613,3320,78,0.872,0.7809999999999999,1174,0.0
0,34,1,1,3,1,4,3,42,1,2,3,13399.0,994,11943.0,0.856,4994,112,0.649,0.109,9270,0.0
0,30,0,2,2,1,5,0,23,5,2,3,2015.0,354,1208.0,0.831,3587,66,0.767,0.4,3741,0.0
0,18,0,0,6,1,4,0,21,0,3,3,9070.0,811,7797.0,0.637,4827,119,0.743,0.14,1815,0.0
0,21,0,3,0,1,4,0,23,4,4,2,3300.0,1973,783.0,0.94,2319,45,1.115,0.763,8183,0.0
0,22,0,4,5,1,5,0,23,1,6,1,7469.0,754,6253.0,0.7709999999999999,4460,94,0.6,0.163,4061,0.0
0,20,1,5,2,1,4,0,22,5,2,2,2206.0,1258,484.0,0.973,2943,57,0.763,0.7809999999999999,4912,0.0
0,26,0,2,3,0,4,0,27,0,2,3,5240.0,1973,2723.0,0.78,4568,95,0.875,0.48,5259,0.0
0,26,0,1,2,1,4,0,34,2,1,3,1438.3,0,1438.3,0.775,3456,58,0.789,0.0,9410,0.0
0,19,0,5,5,1,5,0,24,2,1,1,2467.0,984,1021.0,0.73,3463,71,0.62,0.586,5080,0.0
0,16,0,4,5,0,5,0,25,5,3,2,10039.0,1138,8439.0,0.7,3164,66,0.9,0.159,10062,0.0
0,16,0,1,1,2,4,0,22,4,1,3,2725.0,1918,281.0,0.959,3417,75,0.809,0.897,6133,0.0
0,25,0,1,1,2,4,0,27,4,3,2,1438.3,450,530.3,0.615,3132,64,0.897,0.631,8666,0.0
0,11,0,4,2,2,5,0,18,2,3,2,1438.3,0,1438.3,0.919,3444,81,0.625,0.0,7215,0.0
0,14,1,2,5,2,3,0,23,1,2,1,15594.0,1226,13904.0,0.69,4957,117,0.608,0.108,455,0.0
0,21,1,3,1,0,1,0,23,3,2,3,4786.0,1054,3270.0,0.94,3423,64,0.85,0.317,1566,0.0
0,34,0,0,2,1,1,0,35,3,2,1,3361.0,1941,888.0,0.895,3073,59,1.029,0.736,8599,0.0
0,19,1,4,3,2,2,0,22,0,1,3,8449.0,1613,6357.0,0.7090000000000001,5029,110,0.667,0.248,4140,0.0
0,14,1,3,6,2,2,3,22,5,3,2,25219.0,1041,23716.0,0.944,2917,77,0.642,0.06,9441,0.0
0,10,0,1,5,2,4,0,8,2,2,1,1937.0,282,1204.0,0.826,3032,63,0.973,0.378,6735,0.0
0,33,1,2,2,2,2,0,23,5,3,2,1438.3,335,650.3,0.741,2791,55,0.585,0.5479999999999999,3392,0.0
0,10,0,1,6,2,5,0,18,5,1,2,2222.0,0,2222.0,0.769,2594,55,0.912,0.0,3084,0.0
0,17,0,3,0,2,4,0,17,2,3,2,2023.0,869,692.0,0.624,3520,69,0.6809999999999999,0.6579999999999999,8166,0.0
0,21,0,2,3,1,4,0,24,5,1,1,2946.0,1831,608.0,0.58,3193,60,0.628,0.794,8235,0.0
0,19,0,3,5,0,4,0,23,4,1,0,2697.0,1725,481.0,0.6809999999999999,2563,65,0.7859999999999999,0.8220000000000001,4558,0.0
0,21,0,1,2,2,5,0,27,2,1,3,3811.0,1498,1841.0,0.828,2159,66,0.6890000000000001,0.517,6973,0.0
0,18,0,3,3,2,4,0,20,2,3,3,5362.0,1512,3378.0,0.664,2377,77,0.642,0.37,5491,0.0
0,18,1,3,2,1,2,0,23,0,2,3,3384.0,346,2585.0,0.737,4410,90,0.754,0.236,2954,0.0
0,3,0,1,5,2,4,0,23,0,2,1,3640.0,957,2221.0,0.7490000000000001,4429,89,0.6779999999999999,0.39,6790,0.0
0,20,0,3,2,2,4,0,25,4,1,3,1555.0,904,189.0,0.7040000000000001,3696,76,0.755,0.878,5581,0.0
0,24,1,2,4,1,3,0,29,5,1,1,9873.0,814,8597.0,0.7909999999999999,3095,72,0.745,0.129,5507,0.0
0,6,0,0,3,0,5,0,12,4,3,1,12268.0,703,11103.0,0.8320000000000001,3364,72,0.8220000000000001,0.095,6843,0.0
0,16,1,4,5,1,3,3,22,0,2,3,34516.0,958,33096.0,0.848,4693,100,0.8029999999999999,0.041,1977,0.0
0,18,0,4,2,2,4,0,20,2,2,2,4606.0,1094,3050.0,0.6759999999999999,2855,68,0.66,0.338,7506,0.0
0,21,1,3,6,2,3,0,23,2,1,2,7421.0,0,7421.0,0.708,2846,65,0.7859999999999999,0.0,681,0.0
0,21,0,4,6,1,5,0,29,4,2,3,1882.0,681,739.0,0.638,3021,75,0.889,0.607,6207,0.0
0,19,0,3,2,1,4,3,26,0,2,3,10186.0,1146,8578.0,0.7120000000000001,4542,96,0.767,0.158,9007,0.0
0,16,1,4,2,2,1,0,20,4,3,2,2654.0,1027,1165.0,0.6679999999999999,3239,72,0.6729999999999999,0.561,2083,0.0
0,21,0,3,0,2,4,0,23,2,2,1,2500.0,707,1331.0,0.638,2760,77,0.812,0.468,2297,0.0
0,23,0,1,2,1,4,0,23,5,2,1,5153.0,916,3775.0,0.7440000000000001,2769,71,0.723,0.267,5026,0.0
0,19,0,2,3,2,4,2,23,0,3,1,15987.0,1765,13725.0,0.7140000000000001,4882,117,0.649,0.141,843,0.0
0,6,1,2,5,2,3,3,7,1,3,3,34516.0,1652,32380.0,0.8490000000000001,4692,109,0.75,0.062,986,0.0
0,28,0,2,2,1,5,0,29,3,1,1,11794.0,559,10776.0,0.898,3704,77,0.706,0.086,7653,0.0
0,34,1,1,2,1,0,0,33,5,3,1,5130.0,1574,3082.0,0.7759999999999999,3084,78,0.76,0.399,6071,0.0
0,12,1,2,3,2,3,0,18,0,3,2,34516.0,0,34516.0,0.768,4543,89,0.768,0.0,4478,0.0
0,20,0,3,0,1,4,0,27,5,4,2,1438.3,0,1438.3,0.7140000000000001,2778,78,0.833,0.0,7115,0.0
0,20,0,2,2,1,4,0,18,4,2,0,2330.0,1122,746.0,0.78,2434,61,0.6509999999999999,0.68,931,0.0
0,22,0,2,2,1,5,0,22,2,1,1,1755.0,599,697.0,0.6970000000000001,3195,80,0.8,0.603,2784,0.0
0,30,0,2,6,1,4,0,23,5,2,1,1971.0,464,1049.0,0.762,3297,74,0.867,0.468,6264,0.0
0,24,0,4,6,1,1,0,28,0,2,2,4268.0,1047,2759.0,0.562,4622,102,0.867,0.354,7659,0.0
0,12,1,0,6,1,2,0,13,4,2,1,3809.0,1059,2288.0,0.6920000000000001,3145,59,0.865,0.399,7430,0.0
0,23,1,2,5,1,3,0,23,1,1,3,3090.0,0,3090.0,0.769,4574,91,0.804,0.0,1217,0.0
0,19,0,4,2,1,4,0,28,4,1,2,1927.0,875,590.0,0.667,3542,71,0.653,0.6940000000000001,853,0.0
0,17,0,1,2,3,4,0,19,3,4,3,1834.0,954,418.0,0.868,3717,69,0.927,0.772,6062,0.0
0,22,1,4,2,1,3,0,21,0,1,1,34516.0,287,33778.0,0.7190000000000001,4809,111,0.635,0.021,6688,0.0
0,37,0,0,6,2,4,0,23,5,1,1,4847.0,1387,2991.0,0.61,3188,66,0.81,0.383,625,0.0
0,11,0,2,3,1,4,0,23,2,2,1,2588.0,1317,806.0,0.546,2656,73,0.7659999999999999,0.6890000000000001,201,0.0
0,22,0,1,0,1,4,0,25,4,2,2,1832.0,296,1084.0,0.879,2867,77,0.812,0.408,5546,0.0
0,19,0,3,2,1,1,0,25,2,6,1,4195.0,1914,1755.0,0.889,2918,62,0.7140000000000001,0.5820000000000001,7070,0.0
0,18,0,3,2,0,1,0,25,2,2,2,4269.0,1383,2417.0,0.682,2675,65,0.63,0.434,8906,0.0
0,12,0,2,0,1,5,0,23,5,1,2,1438.3,280,708.3,0.921,3067,57,0.914,0.508,3551,0.0
0,19,1,4,2,1,3,0,19,0,1,3,26819.0,1193,25162.0,0.816,4644,101,0.762,0.062,5298,0.0
0,25,0,1,2,2,1,0,23,2,3,1,2146.0,508,1179.0,0.569,2749,64,0.721,0.451,4685,0.0
0,21,0,4,6,2,4,0,23,1,2,1,7940.0,1205,6271.0,0.696,4867,108,0.934,0.21,3425,0.0
0,13,1,1,2,2,2,1,23,0,3,2,34516.0,1198,32854.0,0.7509999999999999,4454,95,0.615,0.048,2153,0.0
0,21,1,2,5,1,1,0,26,1,2,2,3471.0,0,3471.0,0.871,4630,105,0.742,0.0,111,0.0
0,20,0,2,2,1,4,0,27,5,1,2,1696.0,715,519.0,0.6859999999999999,2898,74,0.826,0.6940000000000001,4396,0.0
0,20,0,2,0,0,4,0,23,3,3,1,1438.3,0,1438.3,0.906,2804,67,0.833,0.0,18,0.0
0,23,0,3,2,0,5,0,29,1,2,3,14072.0,1447,12155.0,0.653,4442,97,0.981,0.136,7072,0.0
0,15,0,3,3,3,4,0,23,4,2,0,1867.0,511,897.0,0.828,3022,50,1.0,0.52,4589,0.0
0,32,0,1,6,1,1,3,40,0,3,3,15928.0,1065,14401.0,0.838,4694,115,0.7120000000000001,0.096,9775,0.0
0,20,1,2,3,2,0,0,23,2,1,3,13001.0,1020,11519.0,0.552,2228,45,0.528,0.114,2418,0.0
0,34,0,1,2,2,4,0,32,1,3,1,9752.0,961,8329.0,0.872,4584,98,0.964,0.146,2862,0.0
0,24,0,3,2,1,4,0,27,2,2,2,2925.0,1588,860.0,0.6920000000000001,2430,37,1.474,0.706,8818,0.0
0,21,1,5,2,2,2,0,23,5,3,2,2721.0,802,1457.0,0.7959999999999999,3042,61,0.972,0.465,3995,0.0
0,26,0,3,2,1,4,0,34,3,4,2,2577.0,423,1698.0,0.74,3460,65,0.7440000000000001,0.341,9827,0.0
0,27,1,1,6,2,1,0,32,0,2,1,3234.0,1052,1720.0,0.846,4502,90,0.695,0.468,3386,0.0
0,24,0,2,3,1,5,0,27,1,3,2,10748.0,624,9664.0,0.868,4997,116,0.68,0.101,3057,0.0
0,6,0,2,5,2,5,0,12,2,2,1,3193.0,1071,1660.0,0.936,2907,65,0.7859999999999999,0.48,2607,0.0
0,9,0,2,2,1,1,0,14,4,2,3,1613.0,625,528.0,0.659,3443,75,0.848,0.6729999999999999,8435,0.0
0,15,1,4,2,1,2,0,13,4,2,2,5633.0,933,4238.0,0.542,2247,65,0.63,0.248,6361,0.0
0,33,0,0,6,2,1,0,29,5,2,2,1931.0,947,522.0,0.887,3268,55,0.625,0.73,7986,0.0
0,22,0,3,4,1,4,0,22,2,3,3,2640.0,1649,507.0,1.008,3409,62,0.846,0.8079999999999999,7250,0.0
0,27,0,1,2,0,4,0,33,4,4,3,3424.0,871,2091.0,0.667,2973,51,0.6940000000000001,0.389,7083,0.0
0,23,0,4,6,1,4,0,20,2,2,1,2393.0,1203,726.0,0.974,2303,69,0.6809999999999999,0.6970000000000001,675,0.0
0,29,0,2,2,1,5,0,28,0,1,1,3591.0,1295,1831.0,0.507,4425,111,0.754,0.49,2764,0.0
0,36,0,0,2,2,4,0,40,4,2,2,2616.0,348,1815.0,0.7190000000000001,3134,58,0.511,0.306,23,0.0
0,14,1,3,2,2,1,0,17,5,3,3,2583.0,1744,348.0,0.508,2987,73,0.509,0.865,5878,0.0
0,27,1,3,0,2,2,0,23,4,1,1,19940.0,1545,17922.0,0.42,3173,65,0.7859999999999999,0.101,4119,0.0
0,13,0,2,0,2,1,0,16,4,3,1,4938.0,1131,3345.0,0.7,3002,72,0.7829999999999999,0.32299999999999995,606,0.0
0,17,0,3,3,1,4,0,15,2,3,2,2590.0,0,2590.0,0.63,2013,56,0.833,0.0,2831,0.0
0,18,0,4,2,2,5,0,23,1,1,2,7469.0,916,6091.0,0.8590000000000001,4831,98,0.862,0.184,4783,0.0
0,28,1,2,2,0,3,0,35,1,3,2,29974.0,1632,27860.0,0.925,4821,105,0.855,0.071,8927,0.0
0,26,0,2,2,1,1,0,23,5,4,2,2804.0,1317,1022.0,0.698,2850,59,0.605,0.636,3533,0.0
0,32,1,1,2,1,2,0,35,1,3,2,20724.0,1730,18503.0,0.769,4582,99,0.703,0.107,1375,0.0
0,26,1,3,6,2,3,0,23,2,4,1,2516.0,806,1248.0,0.7509999999999999,2949,70,0.818,0.504,2382,0.0
0,27,1,2,3,2,0,0,23,1,2,2,21079.0,969,19648.0,0.688,4519,86,0.655,0.068,5328,0.0
0,19,0,3,0,1,4,0,22,2,2,2,1717.0,694,561.0,0.647,2794,54,0.6409999999999999,0.6729999999999999,5542,0.0
0,25,0,3,3,2,1,0,25,4,3,1,5536.0,0,5536.0,0.695,2776,72,0.8220000000000001,0.0,4620,0.0
0,24,0,2,5,2,1,0,22,3,3,1,2784.0,1928,326.0,0.7979999999999999,3363,71,0.8,0.883,8656,0.0
0,21,1,2,0,1,1,0,30,2,4,1,7106.0,285,6370.0,0.687,3576,65,0.562,0.104,9903,0.0
0,21,0,5,5,3,5,0,21,3,1,3,3127.0,1615,1033.0,0.7090000000000001,3004,76,0.83,0.67,4808,0.0
0,33,0,1,5,1,1,0,23,1,2,3,3720.0,1107,2151.0,0.8909999999999999,4966,119,0.792,0.422,4526,0.0
0,16,0,4,0,1,4,0,14,5,2,1,2043.0,0,2043.0,1.019,3578,67,0.711,0.0,8545,0.0
0,24,1,2,6,2,0,0,25,3,4,2,2123.0,536,1128.0,0.626,3002,68,0.625,0.469,1128,0.0
0,31,0,2,2,1,4,0,32,5,2,2,1438.3,289,698.3,0.698,3420,77,0.933,0.514,5011,0.0
1,16,1,2,0,2,3,0,23,0,3,1,9959.0,1973,7442.0,0.884,4258,75,0.7709999999999999,0.253,2655,0.0
0,34,1,0,2,2,4,3,34,0,1,3,14002.0,951,12589.0,0.621,4513,118,0.882,0.101,2089,0.0
0,27,1,1,0,1,3,3,23,1,2,2,34516.0,1022,33032.0,1.015,4983,104,0.9,0.043,2983,0.0
0,27,0,1,5,1,4,0,28,3,2,2,2596.0,412,1728.0,0.743,3272,62,0.7140000000000001,0.334,1957,0.0
0,28,0,0,1,2,4,0,30,3,1,3,3186.0,509,2218.0,0.696,2577,65,0.63,0.304,7490,0.0
0,15,1,2,2,2,2,0,18,2,1,3,8228.0,1464,6293.0,0.627,3390,58,0.545,0.235,5306,0.0
0,26,1,1,3,2,2,0,32,0,5,1,11898.0,1973,9381.0,0.745,4924,118,0.73,0.212,9,0.0
0,27,0,3,2,1,4,0,29,2,1,1,2404.0,648,1295.0,0.639,3005,62,0.636,0.461,5407,0.0
0,20,1,1,5,1,2,0,14,0,3,1,13056.0,1420,11166.0,0.713,4604,92,0.672,0.145,7836,0.0
