CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
8484,0,23,1,3,3,1,2,0,16,3,3,1,1438.3,124,903.3,0.6779999999999999,1801,70,0.7390000000000001,0.37200000000000005
8087,1,12,0,0,3,2,4,0,9,2,2,5,1556.0,0,1556.0,0.69,1240,36,0.586,0.0
710,1,31,1,3,2,1,2,0,36,4,0,3,8701.0,17,8486.0,0.527,996,31,0.414,0.025
2264,1,7,1,2,5,2,1,0,5,0,1,6,5600.0,1973,3083.0,0.628,1253,36,0.586,0.449
7316,0,19,0,3,2,3,4,0,19,5,1,3,2900.0,1545,882.0,0.705,2955,69,0.7559999999999999,0.696
25,0,35,0,0,2,1,1,0,37,2,3,0,4906.0,1697,2721.0,0.66,2503,61,1.088,0.445
4993,0,15,0,4,1,2,4,0,23,3,3,4,2687.0,855,1370.0,0.58,2595,66,0.727,0.49
8606,0,14,0,3,3,0,1,0,15,3,1,4,4464.0,956,3046.0,0.92,2391,63,0.46,0.318
9202,0,25,0,2,2,2,1,0,32,4,1,3,1438.3,413,569.3,0.7909999999999999,2623,49,0.9670000000000001,0.604
6284,0,8,0,1,0,1,4,0,3,5,1,4,2221.0,1349,407.0,0.82,3232,54,0.6409999999999999,0.8170000000000001
5837,0,16,1,4,5,1,2,0,23,4,3,3,2966.0,1857,595.0,0.9690000000000001,2904,73,0.8440000000000001,0.799
7061,0,12,0,2,3,1,1,0,18,3,2,4,1593.0,631,502.0,0.87,2635,57,0.718,0.685
8703,0,15,0,2,5,2,4,0,18,4,3,3,2450.0,1028,960.0,0.747,2313,54,0.684,0.608
1182,0,27,0,3,2,0,4,0,29,2,2,4,1529.0,143,966.0,0.785,2716,73,0.8440000000000001,0.368
207,0,19,0,3,2,2,1,0,23,4,2,2,6274.0,427,5391.0,0.626,3201,72,0.708,0.141
4521,0,17,0,4,6,2,4,0,20,4,2,4,1438.3,0,1438.3,0.679,2447,52,0.7709999999999999,0.0
8559,0,15,0,3,2,1,4,0,14,5,1,2,2134.0,625,1049.0,0.6559999999999999,2720,65,1.0270000000000001,0.508
3470,0,24,1,1,0,1,3,0,20,4,3,2,17158.0,749,15947.0,0.778,2651,81,0.685,0.071
2643,0,25,0,2,5,1,1,0,23,5,3,3,3359.0,417,2486.0,0.785,3057,71,0.688,0.26
3196,0,21,1,3,2,1,3,0,28,5,1,4,11997.0,962,10573.0,0.7490000000000001,2624,70,0.86,0.11900000000000001
6092,0,15,0,2,2,1,4,0,19,2,3,2,3302.0,1508,1322.0,0.625,2418,55,0.711,0.6
7721,1,29,0,3,3,2,1,0,34,4,4,3,2687.0,1225,998.0,0.7140000000000001,1316,24,0.789,0.629
825,0,27,0,3,4,1,4,0,30,3,3,4,1438.3,0,1438.3,0.9390000000000001,2575,61,0.614,0.0
2886,1,20,0,3,3,1,4,0,26,2,3,0,1801.0,40,1485.0,0.494,1213,32,0.4,0.175
6083,1,27,1,1,4,2,2,0,33,5,2,4,4573.0,1597,2497.0,0.8390000000000001,1614,36,0.484,0.45399999999999996
4329,1,22,0,5,2,1,4,0,27,3,3,2,2860.0,1973,343.0,0.38,574,35,0.364,0.88
3245,0,20,0,3,5,1,1,0,23,5,3,2,13387.0,0,13387.0,0.746,2257,71,0.62,0.0
2070,0,20,0,2,3,2,4,0,23,2,3,4,2283.0,561,1263.0,0.9440000000000001,2239,58,1.125,0.447
4447,1,21,0,4,6,1,4,0,23,2,3,3,2033.0,20,1805.0,0.904,1499,33,0.72,0.11199999999999999
7679,0,23,0,5,3,1,1,0,20,5,3,2,2506.0,1087,957.0,0.752,3221,81,0.9359999999999999,0.618
3179,0,21,0,1,5,2,4,0,23,4,2,3,1438.3,284,703.3,0.762,2716,77,0.6729999999999999,0.511
435,0,16,1,4,5,3,3,0,23,5,5,1,2447.0,1705,252.0,0.7170000000000001,3029,70,0.667,0.897
4042,0,28,0,2,5,2,4,0,28,4,2,4,1438.3,361,624.3,0.675,2713,62,0.5,0.5660000000000001
9223,0,15,1,2,2,1,3,0,22,2,3,4,10873.0,1052,9359.0,0.879,3515,72,0.7829999999999999,0.139
1116,1,13,0,4,0,1,1,0,15,3,2,4,7596.0,1709,5397.0,0.633,1139,35,0.5,0.289
3989,1,28,0,3,0,1,4,0,31,4,3,2,2921.0,1892,509.0,0.823,1533,23,0.375,0.826
1901,0,16,0,3,3,2,1,0,17,3,2,3,10136.0,0,10136.0,0.428,2917,68,0.47200000000000003,0.0
1293,0,26,0,3,3,1,4,0,23,3,2,3,2187.0,634,1093.0,0.843,2718,51,0.649,0.5
5018,0,34,0,0,5,2,4,0,35,2,2,3,3302.0,1973,785.0,0.785,3095,75,0.932,0.762
3299,0,14,1,3,5,0,3,0,16,2,2,1,30997.0,1825,28667.0,0.65,2353,71,0.841,0.075
1297,0,22,0,1,5,2,4,0,25,4,2,0,2578.0,1903,154.0,0.517,2577,68,0.625,0.94
7813,1,25,0,1,6,1,4,0,19,4,3,3,1438.3,0,1438.3,0.905,1510,35,0.5,0.0
2684,0,22,1,3,2,2,3,0,24,2,3,2,3034.0,82,2566.0,0.5529999999999999,2669,56,0.784,0.154
7076,0,20,0,1,6,2,4,0,27,3,2,2,1438.3,0,1438.3,0.7559999999999999,3171,81,0.596,0.0
4258,0,24,0,2,2,2,5,0,23,5,2,4,2611.0,1359,787.0,0.711,2728,70,0.633,0.6990000000000001
2161,0,28,0,2,1,1,1,0,30,4,3,2,2222.0,936,824.0,0.785,2469,69,0.7559999999999999,0.629
3416,1,11,0,2,2,0,4,0,17,2,3,4,3328.0,1973,811.0,0.5529999999999999,1167,37,0.621,0.7559999999999999
519,1,17,0,3,6,1,4,0,23,1,2,2,2440.0,543,1438.0,0.061,563,32,0.105,0.41100000000000003
830,0,28,0,4,0,2,5,0,35,2,2,2,9723.0,845,8416.0,0.8029999999999999,2544,66,0.9,0.134
9430,0,34,0,1,2,2,4,0,42,3,1,0,2346.0,1665,196.0,0.6659999999999999,3076,80,0.8,0.9159999999999999
6629,0,25,1,2,2,1,2,3,23,2,6,3,26142.0,0,26142.0,0.6509999999999999,2477,68,0.902,0.0
4484,1,13,0,4,3,2,5,0,23,2,2,4,12405.0,0,12405.0,0.9490000000000001,1871,29,0.444,0.0
322,0,21,1,1,3,2,3,0,23,3,3,4,17655.0,0,17655.0,0.583,2244,69,0.5489999999999999,0.0
6228,0,25,0,2,6,1,4,0,20,2,1,4,4941.0,333,4155.0,0.833,2354,40,1.083,0.159
8646,1,4,0,1,5,0,4,0,6,5,1,2,1644.0,0,1644.0,0.82,1463,34,0.517,0.0
1609,0,8,0,2,2,2,5,0,11,5,3,3,3095.0,1537,1085.0,0.6679999999999999,2420,67,0.711,0.649
6177,0,34,0,0,2,3,4,0,23,3,3,1,3828.0,0,3828.0,0.599,2958,48,0.812,0.0
4588,0,23,0,2,5,2,4,0,23,5,2,2,2182.0,1258,460.0,0.937,3661,76,0.654,0.789
183,0,25,1,2,6,2,2,0,29,2,3,2,13906.0,968,12476.0,0.772,2381,58,1.061,0.10300000000000001
5361,0,24,1,1,3,1,3,0,23,5,3,2,10588.0,535,9594.0,0.7859999999999999,3104,74,0.585,0.094
4992,0,6,0,2,4,2,4,0,3,2,3,2,2973.0,1919,527.0,0.612,2304,68,0.95,0.823
2209,1,24,0,2,4,1,5,0,23,4,2,4,4045.0,0,4045.0,0.66,1377,31,0.46399999999999997,0.0
10097,0,14,1,4,2,1,3,0,23,2,3,2,2165.0,1003,700.0,0.622,2229,54,0.73,0.677
2779,1,8,0,2,2,1,4,0,16,4,2,2,5845.0,0,5845.0,0.504,1263,25,0.591,0.0
5128,0,24,1,2,6,2,0,0,24,5,3,4,15341.0,557,14325.0,0.7090000000000001,1742,55,0.5479999999999999,0.066
8492,0,19,1,4,0,1,2,0,13,5,2,2,3035.0,1036,1537.0,0.903,2770,57,0.675,0.494
1019,0,19,0,3,3,2,5,0,12,3,2,1,1986.0,583,944.0,0.593,2796,49,0.7879999999999999,0.525
3866,0,19,0,3,0,1,4,0,24,3,3,1,4602.0,1055,3085.0,1.2919999999999998,2109,56,1.0,0.33
3106,1,17,0,5,5,2,4,0,23,4,3,4,2689.0,1869,305.0,0.365,944,43,0.6559999999999999,0.887
5079,0,39,1,0,6,2,1,0,41,4,1,4,9383.0,375,8554.0,0.515,3726,63,0.622,0.08800000000000001
583,0,21,0,4,2,2,4,0,24,3,3,2,1438.3,327,658.3,0.66,2910,49,0.8440000000000001,0.542
2572,1,16,0,2,5,2,4,0,10,3,2,3,1443.0,0,1443.0,0.529,1074,28,0.31,0.0
6711,0,25,0,4,2,2,4,0,26,2,2,1,2847.0,1603,765.0,0.787,2229,49,0.5529999999999999,0.731
7031,0,18,1,5,3,2,3,0,24,3,2,3,15638.0,1265,13909.0,0.843,2886,73,0.5660000000000001,0.111
6873,0,17,1,2,4,1,0,0,23,2,3,2,10700.0,884,9354.0,0.639,2555,58,0.7,0.126
695,1,18,0,2,2,2,4,0,23,4,2,4,1438.3,0,1438.3,0.42100000000000004,947,26,0.5,0.0
4915,1,24,0,1,4,1,1,0,28,5,3,3,1694.0,88,1215.0,0.838,1303,32,0.312,0.28300000000000003
3298,1,27,0,3,3,0,5,0,23,3,3,6,7939.0,0,7939.0,0.551,1227,32,0.312,0.0
7087,0,16,0,3,2,2,4,0,22,2,2,2,2555.0,1125,968.0,1.088,2689,69,0.8809999999999999,0.621
1703,0,29,0,2,6,2,4,0,23,2,1,2,2850.0,1973,333.0,0.625,2813,75,0.735,0.883
6156,0,33,1,1,3,2,2,0,38,5,2,4,8973.0,838,7673.0,0.568,3177,62,0.7140000000000001,0.145
9814,0,32,0,1,6,2,1,0,40,2,3,1,6960.0,1074,5424.0,0.43700000000000006,1848,69,0.5489999999999999,0.221
5956,0,34,0,2,0,1,4,0,28,5,2,2,4167.0,0,4167.0,0.917,3477,75,0.809,0.0
821,0,23,0,2,5,1,5,0,23,3,3,2,5099.0,716,3921.0,0.912,2351,72,0.8640000000000001,0.231
774,0,16,0,4,2,0,5,0,23,2,3,1,2782.0,1317,1000.0,0.853,3148,83,0.755,0.6409999999999999
8999,0,18,0,3,2,1,4,0,14,2,1,4,1480.0,558,463.0,1.008,3608,70,0.86,0.687
4445,0,30,1,1,3,2,3,0,32,3,1,3,5070.0,0,5070.0,1.01,2210,66,0.652,0.0
3139,0,26,1,2,6,2,3,0,28,2,3,1,2757.0,963,1332.0,0.574,2496,66,1.054,0.517
330,0,28,1,2,6,1,3,0,30,5,3,2,5774.0,1057,4255.0,0.45799999999999996,2932,60,0.667,0.263
2085,0,29,1,2,2,1,2,0,31,5,6,3,6054.0,642,4951.0,0.613,2502,70,0.7390000000000001,0.182
8321,0,31,1,1,6,2,2,0,30,2,3,1,19090.0,0,19090.0,0.53,3188,78,0.517,0.0
8603,0,17,0,2,6,1,4,0,18,5,3,3,2069.0,384,1230.0,0.9229999999999999,2616,60,0.7070000000000001,0.406
1833,0,21,0,4,2,1,4,0,24,2,1,3,2447.0,1501,474.0,0.47600000000000003,3256,65,0.562,0.8059999999999999
125,0,30,0,1,5,1,4,0,34,5,1,2,3022.0,1164,1395.0,0.835,2881,72,0.7829999999999999,0.5379999999999999
3596,0,18,0,2,2,1,4,0,23,4,1,3,4473.0,0,4473.0,0.5429999999999999,2548,46,0.75,0.0
6276,0,28,0,1,1,3,4,0,30,3,6,4,5267.0,0,5267.0,0.631,2692,71,0.588,0.0
5568,0,11,1,3,2,2,3,0,16,5,2,4,7199.0,812,5925.0,0.639,3037,90,0.7859999999999999,0.177
4636,0,23,0,2,2,1,4,0,25,2,4,2,1438.3,0,1438.3,0.584,2985,69,0.612,0.0
277,1,25,0,2,6,2,4,0,30,4,3,2,3245.0,0,3245.0,0.5529999999999999,975,19,0.261,0.0
6163,0,21,0,5,6,2,1,0,27,3,3,4,3888.0,1973,1371.0,0.6409999999999999,2868,78,0.725,0.647
3338,0,19,0,5,6,1,5,0,27,2,2,2,14728.0,0,14728.0,0.708,3139,75,0.735,0.0
1684,1,12,0,4,3,2,1,0,18,3,3,2,1438.3,0,1438.3,0.406,983,42,0.486,0.0
9926,1,22,1,4,6,2,1,0,30,1,3,2,11272.0,1280,9528.0,0.34700000000000003,492,24,0.214,0.155
4346,0,23,0,3,2,3,4,0,23,3,3,3,2705.0,1217,1024.0,0.5770000000000001,2760,77,0.7759999999999999,0.621
6641,0,15,1,4,2,1,3,0,14,3,2,4,12270.0,0,12270.0,0.5429999999999999,3063,57,0.8109999999999999,0.0
2438,0,28,0,2,5,2,4,0,30,5,1,4,3006.0,196,2373.0,0.733,3571,56,0.65,0.21100000000000002
2955,0,13,1,2,5,2,3,0,23,5,2,4,7901.0,722,6717.0,0.863,2224,56,0.784,0.15
4487,0,12,1,0,3,2,3,0,16,2,3,2,5983.0,1415,4098.0,0.601,2640,55,0.711,0.315
77,0,38,1,0,0,2,1,0,40,5,3,2,7362.0,1437,5455.0,0.693,2565,55,0.711,0.259
4748,0,29,1,2,1,2,3,0,23,5,3,3,3046.0,1895,631.0,0.49200000000000005,1872,47,0.583,0.7929999999999999
2537,0,24,1,2,5,1,0,0,27,2,1,1,34516.0,1401,32645.0,0.35600000000000004,2555,65,0.364,0.054000000000000006
8036,1,29,0,1,1,1,5,0,26,0,3,3,12972.0,962,11548.0,0.525,1199,26,0.2,0.11
1274,0,18,0,5,2,2,5,0,24,2,1,1,17785.0,797,16526.0,0.8059999999999999,2410,62,1.1179999999999999,0.071
5502,0,29,1,2,3,2,0,0,36,5,3,4,3029.0,1043,1524.0,0.56,1337,40,0.47100000000000003,0.49700000000000005
5159,0,32,1,0,2,0,5,0,23,3,2,2,9097.0,1192,7441.0,0.813,2671,75,0.7,0.182
5427,0,25,0,2,5,2,4,0,31,5,1,4,1438.3,0,1438.3,0.8270000000000001,2976,74,0.826,0.0
7378,0,32,1,3,5,3,3,0,33,2,1,3,2375.0,701,1212.0,0.917,3241,70,0.905,0.49
1002,1,21,0,3,2,3,4,0,23,4,2,2,8109.0,0,8109.0,0.601,846,33,0.344,0.0
1530,0,27,0,1,4,2,1,0,30,4,1,0,2618.0,1553,592.0,0.669,2694,58,0.619,0.774
469,0,16,0,3,5,1,5,0,17,2,2,1,3549.0,0,3549.0,0.584,2438,53,0.8,0.0
86,0,19,1,5,2,2,4,0,23,3,2,1,2718.0,1012,1244.0,0.71,2129,49,0.639,0.542
6208,0,34,0,0,2,1,4,0,38,5,1,2,2230.0,1331,434.0,0.637,3386,51,0.488,0.805
504,1,16,0,3,0,2,4,0,23,2,3,4,3802.0,838,2502.0,0.627,1140,26,0.385,0.342
2421,0,29,0,2,5,1,4,0,30,5,2,3,2736.0,534,1743.0,1.06,2578,75,0.977,0.363
8553,0,25,0,2,3,1,4,0,24,2,2,1,2258.0,788,1008.0,0.611,2859,65,0.596,0.5539999999999999
5171,1,25,0,1,2,1,4,0,26,4,3,2,1438.3,0,1438.3,0.885,1427,25,0.29600000000000004,0.0
5716,1,39,1,2,6,2,4,0,23,3,2,3,2954.0,1973,437.0,0.619,914,18,0.474,0.852
2449,0,24,1,4,2,1,3,0,18,5,3,2,11882.0,1010,10410.0,0.413,1948,52,0.722,0.124
5689,0,23,0,3,5,1,4,0,23,4,3,4,1438.3,0,1438.3,0.929,2701,78,0.66,0.0
6555,0,12,0,2,2,2,4,0,12,5,2,2,1438.3,126,900.3,0.675,2592,63,0.659,0.374
3133,0,28,0,3,1,2,4,0,23,3,2,2,2778.0,291,2035.0,0.812,3001,64,0.51,0.267
7366,0,28,0,1,3,1,4,0,29,2,5,4,2474.0,1077,935.0,0.649,3346,70,0.509,0.622
2519,0,28,0,3,6,2,1,0,30,5,3,4,5632.0,1134,4036.0,0.951,2142,54,1.065,0.28300000000000003
3051,1,23,0,3,2,2,5,0,25,0,2,4,11025.0,0,11025.0,0.501,907,18,0.273,0.0
1580,0,17,0,1,2,2,4,0,25,2,3,3,2642.0,1863,265.0,0.8290000000000001,3252,78,0.725,0.9
6038,0,17,1,2,2,1,3,0,15,4,6,3,30357.0,793,29102.0,0.7879999999999999,2923,58,0.889,0.040999999999999995
1729,0,31,0,1,5,0,4,0,34,5,6,1,2201.0,958,781.0,0.762,2752,60,0.591,0.645
10040,1,20,0,2,6,1,4,0,29,0,0,4,2002.0,0,2002.0,0.8029999999999999,1362,29,0.857,0.0
1723,0,17,0,3,3,3,5,0,23,2,3,2,8777.0,1973,6260.0,0.696,3036,73,0.7290000000000001,0.287
3736,1,27,0,2,6,2,4,0,23,2,3,4,2575.0,62,2164.0,0.833,1362,33,0.593,0.16
4608,0,17,0,3,4,2,1,0,11,2,3,4,5182.0,1145,3575.0,0.8740000000000001,3602,82,0.586,0.31
456,0,23,1,2,5,1,2,0,29,2,3,2,3783.0,0,3783.0,0.59,2874,72,0.7829999999999999,0.0
1233,0,25,1,3,5,1,0,0,27,2,5,3,34516.0,0,34516.0,0.922,2373,64,0.805,0.0
9675,0,20,0,3,3,3,4,0,28,1,1,4,1515.0,0,1515.0,0.8190000000000001,2414,50,0.818,0.0
5455,0,30,0,3,3,1,4,0,34,5,3,4,2865.0,1549,843.0,0.547,2049,56,0.65,0.706
4002,0,20,0,4,2,2,1,0,21,5,2,1,2711.0,0,2711.0,0.636,3266,55,1.031,0.0
6841,0,28,0,2,6,2,4,0,34,2,2,3,2341.0,1088,791.0,0.6559999999999999,2025,47,1.4780000000000002,0.662
9164,0,25,1,1,3,2,3,0,32,5,1,3,13287.0,1395,11423.0,0.603,2377,65,0.705,0.14
690,0,7,0,3,2,1,4,0,7,4,1,3,1438.3,0,1438.3,0.8959999999999999,3015,62,0.636,0.0
2962,1,15,1,3,3,3,1,0,20,3,3,4,1639.0,0,1639.0,0.48100000000000004,1203,34,0.5710000000000001,0.0
9237,0,29,1,3,2,1,2,0,36,2,1,4,5668.0,1973,3151.0,0.7040000000000001,2010,46,0.9309999999999999,0.444
8140,1,29,1,1,5,2,0,0,28,2,4,4,24542.0,1843,22188.0,0.314,129,14,0.263,0.096
8454,0,15,0,3,2,1,4,0,16,5,3,1,1959.0,806,691.0,0.731,2770,51,0.649,0.647
1487,1,24,0,1,5,2,4,0,24,2,2,4,1838.0,0,1838.0,0.743,1399,37,1.136,0.0
233,1,10,0,2,2,3,4,0,23,4,2,4,3111.0,1973,594.0,0.6459999999999999,1314,31,0.519,0.809
8602,0,13,0,0,3,2,4,0,14,3,3,3,3927.0,270,3207.0,0.63,2726,83,0.898,0.183
667,0,12,0,1,5,1,4,0,13,4,1,1,4345.0,383,3507.0,0.593,3242,52,0.722,0.193
7091,0,20,0,2,2,3,4,0,26,4,2,2,3003.0,992,1549.0,0.595,2869,86,0.5479999999999999,0.484
2564,1,14,0,1,3,2,4,0,23,3,3,2,1438.3,131,894.3,0.5429999999999999,1251,30,0.7390000000000001,0.37799999999999995
6571,0,32,1,1,5,2,2,0,33,5,3,1,2541.0,594,1488.0,0.9259999999999999,3037,72,0.745,0.414
6949,1,17,0,4,5,2,4,0,23,4,3,2,2422.0,555,1408.0,0.688,1376,34,0.467,0.419
1950,1,30,0,2,5,2,4,0,30,0,2,4,1440.0,749,229.0,0.465,1118,30,0.48100000000000004,0.841
7458,0,32,1,4,0,2,3,0,34,5,3,0,26108.0,684,24962.0,0.47600000000000003,2233,60,0.892,0.044000000000000004
1252,1,3,0,1,5,2,4,0,23,2,2,4,2516.0,1810,204.0,0.625,1276,26,0.5,0.919
2164,1,22,0,4,1,0,1,0,22,3,3,2,3646.0,588,2599.0,0.633,967,28,0.52,0.287
9009,0,35,0,0,5,2,1,0,42,5,1,2,2214.0,1641,91.0,0.64,2966,67,0.7909999999999999,0.9590000000000001
4361,0,25,1,2,0,2,3,0,30,4,3,3,11862.0,0,11862.0,0.52,2600,78,0.66,0.0
3692,0,18,0,3,0,1,5,0,23,2,1,4,8729.0,965,7302.0,0.8290000000000001,3651,86,0.524,0.163
9027,0,9,0,2,5,2,5,0,16,2,1,1,2423.0,0,2423.0,0.6629999999999999,3131,59,0.568,0.0
2358,1,22,0,3,5,0,4,0,23,4,3,2,4073.0,1973,1556.0,0.575,1046,33,0.433,0.618
6115,0,0,1,0,2,1,4,0,23,4,2,4,9916.0,0,9916.0,0.7929999999999999,2075,55,0.667,0.0
9147,0,13,0,1,2,1,4,0,16,3,2,4,1438.3,490,489.3,0.736,2718,55,0.667,0.66
5565,0,12,1,2,0,1,3,0,23,2,3,3,6452.0,689,5301.0,0.884,3303,74,0.7140000000000001,0.17800000000000002
4805,1,25,0,1,1,2,4,0,32,4,3,1,1952.0,949,541.0,0.642,1391,34,0.63,0.723
714,0,11,0,2,5,1,4,0,23,5,5,4,1438.3,208,791.3,0.889,3274,54,0.684,0.45
9983,0,27,0,2,1,2,5,0,36,2,2,2,4500.0,0,4500.0,0.7609999999999999,3064,68,0.8140000000000001,0.0
7397,0,27,0,2,3,2,4,0,28,3,1,2,2252.0,1346,441.0,0.68,2697,58,1.125,0.804
288,0,13,0,2,5,2,4,0,23,2,2,3,2370.0,1558,339.0,0.889,2504,69,0.975,0.857
1989,0,30,0,4,3,2,1,0,31,2,2,2,2610.0,1516,622.0,0.5760000000000001,2626,59,0.5329999999999999,0.762
1279,0,26,0,4,6,1,4,0,28,2,3,3,2294.0,1322,507.0,0.748,2423,66,0.8540000000000001,0.779
4463,0,25,0,2,2,0,5,0,23,3,3,4,5062.0,1195,3403.0,0.836,2739,92,0.672,0.32799999999999996
5229,0,17,0,3,6,1,4,0,17,4,2,2,2415.0,990,963.0,0.609,2478,58,0.619,0.601
4846,0,25,0,1,3,2,4,0,32,2,3,3,2918.0,1575,869.0,0.501,2350,51,0.605,0.7020000000000001
2530,0,27,0,2,2,2,4,0,23,4,1,4,2708.0,1774,437.0,0.61,3283,73,0.7659999999999999,0.8390000000000001
3209,0,28,0,3,3,1,4,0,23,4,1,4,3666.0,1275,1927.0,0.779,3209,74,0.826,0.474
3518,0,10,0,4,3,1,1,0,17,2,3,1,1438.3,0,1438.3,0.71,3075,64,0.644,0.0
307,1,27,0,0,3,1,4,0,28,2,3,4,1438.3,0,1438.3,0.387,616,32,0.44799999999999995,0.0
293,1,13,0,3,5,0,5,0,23,3,3,3,2809.0,0,2809.0,0.8540000000000001,1404,30,0.5379999999999999,0.0
8109,0,20,1,3,2,1,3,0,18,4,2,4,26303.0,1862,23927.0,0.583,2164,57,0.914,0.09
1812,0,30,1,2,2,2,3,0,33,5,2,3,15982.0,0,15982.0,0.687,2989,70,0.667,0.0
2254,0,14,0,4,2,1,5,0,12,5,2,1,25060.0,0,25060.0,0.758,2288,51,0.743,0.0
2699,0,16,0,3,3,2,1,0,16,5,3,2,1545.0,299,794.0,0.551,2965,52,0.59,0.486
9892,0,17,0,5,2,2,4,0,25,5,2,2,1438.3,173,834.3,0.7709999999999999,2957,75,0.932,0.42
8310,0,17,1,1,4,3,2,0,24,3,3,4,4112.0,667,2984.0,0.5870000000000001,2934,65,0.667,0.27399999999999997
7670,0,21,0,3,2,1,4,0,14,2,3,0,1451.0,0,1451.0,0.5,2389,62,0.7140000000000001,0.0
8434,0,23,0,4,2,2,5,0,29,4,3,2,16424.0,906,15056.0,0.55,2527,69,0.8809999999999999,0.083
7037,0,22,0,4,5,1,4,0,28,4,3,4,2340.0,1216,660.0,0.7909999999999999,3225,73,0.804,0.718
7300,0,21,0,4,2,1,4,0,21,4,3,4,1926.0,423,1047.0,0.536,2876,61,0.614,0.456
4116,1,22,1,3,4,1,1,0,23,2,2,4,2954.0,473,2023.0,0.575,1372,19,0.381,0.315
3907,1,10,0,2,3,1,1,0,23,3,3,2,1848.0,0,1848.0,0.9059999999999999,1653,23,0.435,0.0
5096,0,21,0,3,6,1,5,0,25,4,1,4,1634.0,1001,171.0,0.873,2887,62,0.565,0.895
5450,0,23,0,3,5,2,4,0,23,3,1,4,4328.0,1584,2270.0,0.835,2036,51,1.033,0.47600000000000003
6578,0,25,0,3,3,1,4,0,19,5,3,3,2943.0,1648,812.0,0.597,3039,65,0.562,0.7240000000000001
3750,0,28,0,2,6,1,4,0,33,3,3,3,2611.0,1111,1038.0,0.902,3360,58,0.581,0.602
9036,0,17,0,4,2,2,4,0,24,4,1,3,2419.0,0,2419.0,0.762,2408,53,0.853,0.0
5257,0,23,0,1,2,1,1,0,25,4,2,2,5481.0,0,5481.0,0.784,2008,63,0.78,0.0
2828,0,14,0,4,6,2,4,0,12,3,1,1,2129.0,1045,622.0,0.636,2214,60,0.667,0.708
995,0,14,1,3,6,1,2,0,14,5,2,4,9026.0,1810,6714.0,0.561,1192,27,0.762,0.256
9458,0,22,1,2,6,3,1,0,30,4,2,2,1761.0,787,512.0,0.9359999999999999,2898,63,0.622,0.7090000000000001
545,1,34,1,1,5,1,4,0,23,0,3,4,3316.0,0,3316.0,0.37200000000000005,706,9,0.188,0.0
9939,1,24,0,1,1,2,5,0,33,5,4,3,1970.0,1015,493.0,0.662,1428,34,0.5710000000000001,0.75
9665,0,20,0,4,3,1,4,0,28,5,3,1,1438.3,0,1438.3,0.9209999999999999,2696,76,0.536,0.0
8941,0,9,0,3,5,1,5,0,16,2,3,1,2278.0,841,975.0,0.645,3523,66,0.617,0.5720000000000001
2641,0,39,1,1,6,2,1,0,43,5,2,4,13364.0,856,12046.0,1.063,3033,44,0.862,0.099
1693,0,26,1,3,2,2,2,0,23,4,2,2,2801.0,1937,334.0,0.701,3383,80,0.731,0.8809999999999999
6627,0,18,1,2,2,2,5,0,23,5,3,1,28292.0,0,28292.0,0.542,2460,50,0.5379999999999999,0.0
10053,0,9,0,4,0,1,4,0,18,2,3,4,2933.0,552,1922.0,0.8140000000000001,3515,61,0.868,0.345
1757,0,19,1,3,2,1,3,0,23,5,3,2,21630.0,0,21630.0,0.804,3068,74,0.75,0.0
2099,0,30,0,1,6,1,4,0,32,3,1,2,3132.0,1739,902.0,0.78,2900,63,0.659,0.7120000000000001
764,0,24,0,1,3,1,1,0,30,3,3,4,2961.0,1574,913.0,0.9129999999999999,2557,82,0.769,0.6920000000000001
6210,1,26,0,3,2,1,5,0,26,2,3,2,4173.0,1306,2402.0,0.711,1482,37,0.516,0.424
5539,0,11,0,1,3,2,5,0,15,3,3,2,2458.0,205,1816.0,0.6659999999999999,3108,80,0.698,0.261
3461,0,18,1,2,0,1,2,0,23,4,3,4,12229.0,538,11232.0,0.8109999999999999,2779,65,0.596,0.08199999999999999
6766,0,9,0,3,2,1,4,0,8,2,1,1,2272.0,173,1668.0,0.987,3096,65,0.9740000000000001,0.266
2088,0,16,1,4,5,1,0,0,24,2,2,4,6953.0,983,5508.0,0.591,2252,70,0.569,0.20800000000000002
4223,0,22,0,4,0,1,1,0,24,2,6,2,1792.0,475,859.0,0.821,2619,68,0.773,0.521
3743,0,21,0,4,1,2,4,0,23,2,2,2,2765.0,443,1864.0,0.898,3436,70,0.905,0.326
593,1,17,0,4,6,1,4,0,16,5,2,3,2895.0,0,2895.0,0.6629999999999999,1410,32,0.273,0.0
9770,0,13,0,1,5,2,4,0,21,2,1,4,6904.0,686,5756.0,0.649,2081,74,0.615,0.166
8731,1,13,1,2,3,1,1,0,17,4,3,3,2220.0,0,2220.0,0.872,1711,45,0.833,0.0
5183,0,22,0,3,3,1,4,0,21,4,2,2,1495.0,0,1495.0,0.802,2399,53,0.703,0.0
9912,0,16,0,5,6,1,4,0,24,4,2,3,2541.0,936,1143.0,0.635,3176,78,0.833,0.55
